Student_ID,Age,Gender,Nationality,Program,Major_Specialization,Year_of_Study,Enrollment_Type,GPA,High_School_GPA,SAT_Score,Credits_Completed,Credits_This_Semester,Scholarship_Status,Scholarship_Amount,Accommodation_Type,Distance_From_Campus_km,Attendance_Rate,Study_Hours_Per_Week,Part_Time_Job,Weekly_Work_Hours,Internship_Completed,Internship_Count,Clubs_Joined,Leadership_Role,Online_Courses_Taken,Research_Participation,Publications_Count,Exchange_Program,English_Proficiency_Score,Financial_Aid,Family_Income,Parental_Education_Level,Health_Insurance,Mental_Health_Support_Used,Academic_Probation,Dropout_Risk_Score,Graduation_Expected_Year,Employment_Offer,Starting_Salary_Offer
1457,25,Female,Brazil,Economics,Robotics,2,FullTime,2.28,3.37,1555,93,9,No,0,WithFamily,12.0,70.7,45,Yes,1,Yes,2,7,Yes,5,Yes,0,No,109.0,Yes,287183.0,Master,Yes,No,No,1.0,2033,No,0
1458,33,Female,USA,Economics,Robotics,3,FullTime,3.57,3.74,997,150,18,Yes,11415,WithFamily,24.7,90.2,25,Yes,10,Yes,1,6,Yes,5,No,2,No,85.0,Yes,113100.0,Bachelor,Yes,No,No,0.622,2034,No,
1459,23,Female,USA,Economics,Statistics,1,FullTime,3.95,3.15,1294,85,14,No,,OffCampus,6.4,61.2,49,Yes,21,No,0,3,Yes,3,Yes,0,Yes,70.0,Yes,76658.0,PhD,No,No,No,0.284,2031,No,0
1460,32,Female,China,Physics,Statistics,3,PartTime,2.53,,,154,15,Yes,21866,OnCampus,43.4,70.7,15,No,27,No,1,3,Yes,6,Yes,0,No,102.0,Yes,30575.0,PhD,No,No,No,0.458,2030,No,0
1461,29,Female,India,Physics,Statistics,3,FullTime,2.15,3.91,1404,104,12,Yes,45234,OnCampus,5.8,,26,Yes,19,Yes,3,0,Yes,6,Yes,1,No,99.0,No,,PhD,No,No,No,0.747,2032,No,
1462,34,Female,Australia,Mathematics,Cybersecurity,4,PartTime,3.79,3.69,1468,72,12,Yes,,WithFamily,4.8,92.2,12,No,,Yes,2,5,Yes,3,Yes,3,No,60.0,Yes,,Master,Yes,No,No,0.165,2032,Yes,108071
1463,24,Male,USA,Economics,Statistics,1,FullTime,3.61,2.95,1373,6,14,Yes,,WithFamily,35.5,84.0,43,Yes,12,No,2,0,Yes,14,Yes,3,Yes,88.0,No,216221.0,PhD,No,No,No,0.589,2031,Yes,48530
1464,18,Male,France,Computer Science,Data Science,3,PartTime,2.67,3.71,957,167,14,Yes,16344,OffCampus,37.4,70.5,35,No,14,No,2,1,Yes,3,No,3,No,100.0,Yes,167744.0,,Yes,No,No,0.52,2031,Yes,113671
1465,27,Male,USA,Economics,Civil,1,FullTime,2.26,3.91,1574,144,12,No,0,WithFamily,,98.3,13,No,29,No,3,7,No,4,Yes,0,No,117.0,Yes,240863.0,HighSchool,No,No,No,0.074,2032,No,0
1466,30,Female,France,Business,Statistics,2,PartTime,3.7,3.14,,130,15,Yes,,OffCampus,32.3,91.8,32,No,21,Yes,0,1,No,11,No,0,No,112.0,Yes,167736.0,HighSchool,No,No,No,0.914,2026,Yes,83121
1467,32,Male,Canada,AI,Robotics,2,PartTime,3.32,,1190,78,11,Yes,20162,OnCampus,37.8,80.5,14,Yes,9,Yes,1,4,Yes,3,No,3,No,76.0,Yes,27393.0,HighSchool,Yes,No,No,0.227,2030,Yes,146626
1468,27,Female,Canada,Economics,Cybersecurity,2,FullTime,3.57,2.67,1555,10,14,Yes,8310,OffCampus,46.4,91.6,,No,14,No,3,3,Yes,9,Yes,0,Yes,110.0,No,233252.0,Master,Yes,No,No,0.348,2033,No,0
1469,25,Female,Australia,Economics,Civil,4,PartTime,3.11,3.28,960,120,16,No,0,OffCampus,1.7,80.1,40,No,27,No,4,4,No,8,No,0,No,88.0,No,152311.0,,No,No,No,0.038,2032,No,0
1470,25,Male,UK,Engineering,Finance,2,FullTime,2.3,3.98,916,135,15,No,0,OffCampus,35.9,86.9,40,Yes,9,No,0,1,No,3,Yes,1,Yes,86.0,No,184305.0,PhD,No,No,No,0.149,2026,No,0
1471,18,Female,USA,Economics,Data Science,1,FullTime,2.87,3.98,1346,85,11,No,0,WithFamily,21.1,96.4,44,Yes,9,No,1,6,No,10,Yes,0,No,70.0,No,209257.0,Bachelor,No,No,No,0.725,2026,Yes,60011
1472,24,Female,Australia,Business,Robotics,3,PartTime,2.99,2.79,1065,140,11,No,0,OnCampus,50.2,59.5,30,No,25,Yes,0,5,No,8,No,2,Yes,104.0,Yes,130771.0,PhD,No,No,No,0.146,2031,No,0
1473,23,Male,UK,Business,Civil,2,FullTime,3.27,3.62,1169,17,19,Yes,27484,OffCampus,8.7,85.8,48,No,29,No,4,4,Yes,5,No,3,No,67.0,Yes,206740.0,PhD,Yes,No,No,0.914,2026,No,0
1474,20,Female,Germany,Mathematics,Data Science,4,PartTime,3.5,3.36,1533,78,18,Yes,40524,OnCampus,20.6,93.0,48,No,16,Yes,0,1,Yes,13,No,1,No,98.0,Yes,112958.0,PhD,Yes,No,No,0.326,2034,Yes,65643
1475,20,Male,Brazil,AI,Marketing,2,PartTime,2.79,2.84,1007,70,20,Yes,37494,OnCampus,28.3,92.0,8,No,28,No,0,0,Yes,1,No,1,Yes,109.0,Yes,110264.0,PhD,Yes,Yes,Yes,0.159,2031,Yes,101294
1476,32,Female,France,Computer Science,Statistics,2,PartTime,2.51,3.06,963,113,9,Yes,442,OffCampus,13.4,80.8,,Yes,23,Yes,0,6,No,6,No,2,Yes,72.0,Yes,26312.0,Master,No,No,No,0.574,2032,No,0
1477,20,Male,China,Engineering,Finance,2,PartTime,2.59,3.33,1454,131,13,Yes,39324,OffCampus,20.3,74.2,32,No,27,No,0,2,No,11,No,1,No,111.0,Yes,263449.0,PhD,Yes,No,No,0.776,2032,Yes,98652
1478,25,Male,UAE,Engineering,Data Science,1,PartTime,2.2,2.62,1194,40,9,No,0,OnCampus,46.9,59.0,29,Yes,6,No,1,4,Yes,10,No,3,Yes,,No,161120.0,HighSchool,Yes,No,No,0.678,2029,No,0
1479,19,Female,Brazil,Physics,Robotics,2,FullTime,3.0,3.01,1170,153,12,No,0,OnCampus,22.9,93.3,,Yes,24,No,2,1,Yes,1,No,1,Yes,97.0,Yes,,Bachelor,No,No,No,0.786,2034,Yes,71284
1480,26,Female,Canada,Economics,Cybersecurity,3,FullTime,2.88,,1245,80,17,Yes,19037,OnCampus,36.5,79.7,38,No,13,Yes,2,6,Yes,3,No,0,Yes,67.0,No,131123.0,HighSchool,No,No,No,0.221,2030,Yes,16540
1481,20,Male,UAE,Computer Science,Marketing,4,FullTime,3.37,3.38,985,129,14,Yes,35898,WithFamily,36.5,82.3,44,Yes,,Yes,0,1,Yes,11,No,3,No,79.0,No,86533.0,PhD,No,No,No,0.232,2029,Yes,27673
1482,25,Female,France,AI,Data Science,5,FullTime,2.25,,1340,172,12,No,,OnCampus,35.7,83.5,17,Yes,,Yes,0,3,Yes,11,No,3,No,75.0,Yes,124486.0,HighSchool,Yes,No,No,0.218,2031,Yes,54277
1483,17,Female,China,Business,Data Science,1,FullTime,2.53,3.71,1128,4,13,Yes,8395,WithFamily,10.2,85.5,6,Yes,28,No,1,3,Yes,14,No,3,No,,No,181233.0,PhD,Yes,No,No,0.184,2033,Yes,40098
1484,17,Male,France,Business,Statistics,4,PartTime,3.38,3.15,1272,138,9,Yes,20878,OffCampus,20.0,90.5,48,Yes,9,Yes,0,7,Yes,9,No,1,No,117.0,Yes,219816.0,PhD,No,No,No,0.424,2026,Yes,104913
1485,25,Female,UAE,Business,Marketing,2,PartTime,2.55,3.35,1165,62,20,Yes,9097,WithFamily,26.2,66.2,30,Yes,18,Yes,4,4,Yes,0,Yes,1,No,85.0,No,188193.0,HighSchool,Yes,Yes,Yes,0.361,2031,Yes,
1486,19,Female,India,Engineering,Statistics,5,FullTime,2.48,3.05,1433,22,20,Yes,36159,OffCampus,18.7,100.0,22,No,18,No,4,6,Yes,14,Yes,1,Yes,101.0,No,187275.0,HighSchool,No,Yes,No,0.959,2026,No,0
1487,27,Female,Germany,Computer Science,Finance,5,FullTime,2.88,3.9,1479,85,20,No,0,OffCampus,49.2,61.9,14,No,2,No,3,6,No,7,Yes,1,No,89.0,Yes,226284.0,Master,No,No,No,0.4,2031,Yes,
1488,17,Male,UK,AI,Finance,3,PartTime,3.42,3.18,,68,11,No,0,WithFamily,,64.1,26,Yes,1,Yes,1,3,No,6,No,0,No,95.0,Yes,98795.0,Bachelor,No,No,No,0.711,2034,No,
1489,22,Female,Brazil,Business,Statistics,1,FullTime,3.35,2.7,908,75,14,No,0,OffCampus,10.4,84.4,38,Yes,28,Yes,3,2,Yes,1,Yes,3,Yes,66.0,Yes,258192.0,Bachelor,No,No,No,0.64,2030,Yes,26528
1490,30,Male,UK,Engineering,Robotics,2,FullTime,2.06,3.39,1413,54,13,No,0,OnCampus,14.6,83.0,27,Yes,6,Yes,1,6,Yes,0,No,3,No,113.0,No,,PhD,Yes,No,No,0.977,2029,Yes,41241
1491,34,Female,Australia,Physics,Finance,2,PartTime,3.12,3.69,996,32,16,No,0,WithFamily,3.7,72.8,40,Yes,6,No,0,2,No,0,No,3,No,,No,208180.0,Bachelor,No,No,No,0.654,2028,No,0
1492,27,Female,Brazil,Computer Science,Civil,4,PartTime,3.41,3.02,977,94,14,Yes,41516,OnCampus,19.6,100.0,36,Yes,12,Yes,4,2,Yes,9,No,1,Yes,101.0,No,123947.0,Master,No,No,No,0.965,2032,No,0
1493,34,Female,UK,Physics,Finance,1,FullTime,2.54,3.68,1480,42,9,Yes,3850,OffCampus,14.1,61.3,32,No,26,No,4,3,No,4,No,2,Yes,107.0,Yes,195919.0,Master,No,No,No,0.217,2031,No,0
1494,26,Female,Australia,Computer Science,Statistics,2,PartTime,3.96,3.16,1083,29,16,No,0,WithFamily,29.5,81.8,11,No,1,Yes,0,7,Yes,14,Yes,2,No,86.0,No,105104.0,Bachelor,Yes,No,No,0.583,2028,No,0
1495,29,Male,UAE,Engineering,Robotics,1,FullTime,3.67,,1484,54,20,Yes,12666,OffCampus,48.6,70.3,45,No,0,No,3,4,Yes,14,No,2,Yes,84.0,Yes,147314.0,Master,Yes,No,No,0.555,2034,No,
1496,34,Female,UAE,Economics,Robotics,5,PartTime,3.08,3.63,1089,167,16,No,0,OnCampus,31.3,60.7,34,Yes,2,Yes,1,1,Yes,8,Yes,0,No,79.0,Yes,122718.0,,Yes,No,No,0.106,2030,Yes,143211
1497,25,Female,India,Economics,Robotics,1,PartTime,3.86,,1236,145,12,No,0,OffCampus,24.3,93.4,12,No,8,No,0,0,Yes,9,Yes,2,Yes,87.0,Yes,,HighSchool,Yes,No,No,0.8,2027,No,0
1498,31,Male,Australia,Mathematics,Data Science,1,PartTime,3.06,3.32,1409,33,19,Yes,6651,OffCampus,47.4,81.2,7,No,10,No,1,6,No,6,No,3,No,67.0,No,88175.0,Bachelor,No,No,No,0.516,2033,No,0
1499,32,Female,Canada,Mathematics,Robotics,5,PartTime,3.81,2.72,1294,140,9,No,0,OffCampus,36.7,70.0,42,No,14,Yes,0,1,No,12,Yes,1,No,98.0,No,265698.0,Bachelor,No,No,No,0.736,2032,Yes,61259
1500,20,Female,Germany,Business,Cybersecurity,5,PartTime,3.82,3.7,,122,14,No,0,OnCampus,,77.6,18,Yes,,No,3,3,Yes,7,No,3,Yes,89.0,No,292376.0,Bachelor,No,No,No,0.454,2028,Yes,32412
1501,28,Male,UAE,Physics,Data Science,2,FullTime,3.86,3.22,1210,59,9,No,0,WithFamily,48.6,70.4,27,Yes,18,Yes,2,4,Yes,10,No,2,Yes,76.0,No,76027.0,PhD,Yes,Yes,No,0.504,2032,No,0
1502,31,Female,France,Engineering,Marketing,4,PartTime,2.88,2.85,943,92,15,Yes,47752,OffCampus,1.7,85.1,28,No,1,No,4,3,No,13,Yes,2,Yes,95.0,No,249116.0,HighSchool,No,No,No,0.902,2028,Yes,113003
1503,27,Male,China,Economics,Cybersecurity,5,FullTime,2.05,2.72,1225,9,9,No,0,WithFamily,16.5,85.2,24,No,11,Yes,4,2,No,12,Yes,2,No,90.0,No,126186.0,HighSchool,No,No,No,0.658,2029,Yes,86434
1504,17,Male,France,Economics,Civil,5,PartTime,3.0,2.57,1190,78,12,No,0,OffCampus,26.2,88.1,17,Yes,14,No,1,0,No,3,Yes,1,No,102.0,No,163686.0,Bachelor,Yes,No,No,0.478,2026,Yes,138112
1505,31,Female,USA,Computer Science,Cybersecurity,2,PartTime,3.65,3.42,1545,177,16,No,0,WithFamily,18.0,70.6,26,No,18,Yes,2,2,Yes,11,No,2,Yes,75.0,Yes,245542.0,Bachelor,Yes,No,No,0.19,2026,No,0
1506,24,Male,Canada,Engineering,Data Science,2,PartTime,3.6,,,95,17,Yes,20894,OnCampus,44.2,,15,No,,No,3,7,No,12,No,0,Yes,68.0,No,174969.0,HighSchool,Yes,No,No,0.195,2034,Yes,
1507,26,Female,India,Physics,Data Science,3,FullTime,3.26,3.84,1256,58,12,No,0,WithFamily,6.0,90.5,44,Yes,24,Yes,3,0,No,3,Yes,0,No,90.0,Yes,23964.0,Master,No,No,No,0.103,2031,No,0
1508,22,Male,Germany,Economics,Data Science,1,PartTime,2.32,3.57,1140,123,19,No,0,OnCampus,22.1,74.5,9,Yes,16,Yes,3,2,Yes,0,No,3,No,62.0,No,69538.0,Master,Yes,No,No,0.264,2029,No,0
1509,23,Female,USA,Engineering,Statistics,2,PartTime,2.4,3.74,1219,136,14,Yes,,WithFamily,28.8,83.3,19,No,,No,2,6,Yes,13,No,1,No,95.0,Yes,95046.0,PhD,No,No,No,0.387,2033,No,
1510,22,Female,Canada,AI,Marketing,4,PartTime,2.65,,1462,158,14,No,0,WithFamily,3.0,71.3,46,Yes,19,Yes,4,1,Yes,7,No,0,Yes,102.0,Yes,23404.0,Bachelor,Yes,No,No,0.0,2033,Yes,117998
1511,31,Female,UK,Mathematics,Data Science,3,PartTime,3.08,2.83,1107,117,19,No,0,WithFamily,48.9,65.1,15,Yes,21,No,4,1,No,12,Yes,1,No,83.0,Yes,,PhD,No,No,No,0.713,2026,Yes,149304
1512,28,Male,Canada,Computer Science,Data Science,3,FullTime,3.57,3.03,1429,98,18,Yes,9811,WithFamily,4.1,68.1,45,Yes,19,Yes,2,6,No,3,No,3,Yes,107.0,No,263673.0,Bachelor,No,No,No,0.156,2032,Yes,5023
1513,23,Male,Brazil,Mathematics,Civil,2,PartTime,3.58,2.45,1533,103,11,Yes,36428,WithFamily,10.2,70.4,,Yes,24,Yes,0,6,Yes,3,Yes,2,Yes,68.0,No,173089.0,Master,No,No,No,0.292,2027,No,0
1514,31,Male,Brazil,Mathematics,Robotics,4,FullTime,2.58,3.8,,72,19,No,,OnCampus,26.8,75.2,15,No,23,Yes,3,1,No,1,No,2,Yes,,No,,Master,Yes,No,No,0.78,2030,No,0
1515,21,Male,France,Business,Robotics,4,PartTime,3.21,3.19,1514,5,18,Yes,16179,OnCampus,31.7,69.9,10,Yes,16,No,3,0,Yes,0,No,1,Yes,77.0,Yes,237903.0,Bachelor,Yes,No,No,0.057,2031,Yes,118693
1516,19,Female,France,Physics,Cybersecurity,3,PartTime,2.64,2.55,1311,97,12,No,0,OnCampus,20.8,97.0,13,No,19,No,1,0,No,12,No,1,Yes,99.0,No,287968.0,Master,Yes,No,No,0.417,2034,Yes,111624
1517,24,Female,UAE,Physics,Cybersecurity,2,PartTime,2.97,3.36,1170,153,12,No,0,WithFamily,20.0,88.8,23,Yes,3,Yes,3,1,No,4,Yes,3,No,119.0,No,201089.0,Master,No,Yes,No,0.712,2028,No,0
1518,29,Female,Germany,Economics,Civil,3,FullTime,2.94,2.59,1336,149,13,No,0,WithFamily,20.7,,49,Yes,16,Yes,3,5,No,6,Yes,3,No,92.0,No,,HighSchool,No,Yes,No,0.387,2029,No,0
1519,34,Male,UAE,Economics,Data Science,4,PartTime,3.23,,1097,13,11,Yes,24115,WithFamily,18.0,86.1,12,Yes,28,Yes,1,0,No,5,No,3,No,102.0,Yes,155867.0,PhD,Yes,Yes,No,0.128,2033,Yes,55480
1520,34,Female,USA,AI,Marketing,5,FullTime,3.2,2.66,1571,161,15,Yes,49686,WithFamily,14.1,73.6,6,Yes,,Yes,3,6,Yes,14,Yes,2,No,,No,273198.0,PhD,No,No,No,0.553,2031,Yes,118765
1521,34,Female,Brazil,Computer Science,Finance,5,PartTime,2.49,,1343,82,11,No,0,WithFamily,,74.4,35,Yes,25,Yes,0,2,No,11,Yes,1,No,87.0,Yes,270527.0,Bachelor,No,No,No,0.169,2026,Yes,2584
1522,33,Female,Germany,Mathematics,Civil,5,PartTime,2.03,,1466,57,15,Yes,35911,OffCampus,28.6,88.6,21,No,29,Yes,4,5,No,0,Yes,2,No,95.0,No,165504.0,Master,No,No,No,0.273,2027,Yes,10643
1523,24,Male,UAE,Engineering,Data Science,2,PartTime,3.33,3.46,1240,123,12,No,0,OffCampus,32.2,,31,Yes,24,No,2,7,No,7,No,0,No,100.0,Yes,113317.0,PhD,Yes,No,No,0.751,2031,Yes,47425
1524,20,Female,Australia,Business,Robotics,4,PartTime,3.87,3.24,941,134,13,Yes,7451,OnCampus,40.3,67.0,,Yes,20,No,0,5,No,12,No,2,No,91.0,No,247876.0,Bachelor,Yes,Yes,No,0.951,2028,No,
1525,22,Male,UAE,AI,Data Science,1,FullTime,2.43,2.79,1409,14,9,Yes,15851,OnCampus,45.1,63.8,16,Yes,5,No,2,2,Yes,8,No,3,No,61.0,No,202458.0,Bachelor,No,No,No,0.382,2032,Yes,148965
1526,32,Male,India,Mathematics,Marketing,2,PartTime,3.48,3.47,1246,151,19,Yes,16110,WithFamily,43.2,64.9,44,Yes,8,Yes,2,7,Yes,0,Yes,0,No,119.0,No,131939.0,Bachelor,No,No,No,0.416,2028,No,0
1527,21,Male,India,AI,Robotics,3,PartTime,3.82,3.57,1435,109,12,Yes,,OffCampus,48.6,90.1,31,Yes,19,No,1,4,Yes,0,Yes,3,Yes,63.0,No,119861.0,,No,No,No,0.523,2030,No,0
1528,26,Male,Canada,Engineering,Finance,3,FullTime,2.3,2.39,1075,62,10,Yes,3754,OffCampus,31.0,87.5,30,No,19,Yes,1,2,Yes,7,Yes,0,Yes,85.0,No,167081.0,PhD,No,No,No,0.517,2032,Yes,7287
1529,26,Male,Australia,Economics,Civil,1,PartTime,3.42,2.64,1402,129,9,Yes,6585,OffCampus,9.9,84.7,36,Yes,19,No,4,6,No,11,Yes,3,Yes,98.0,No,281049.0,Bachelor,No,Yes,No,0.316,2033,No,
1530,27,Male,India,Physics,Finance,4,PartTime,2.69,2.85,1345,3,14,No,0,OnCampus,21.0,68.4,5,No,7,Yes,0,6,No,11,Yes,0,Yes,117.0,No,249150.0,HighSchool,No,No,No,0.458,2034,Yes,107075
1531,24,Female,USA,Computer Science,Cybersecurity,1,FullTime,3.48,3.41,1270,123,16,Yes,23673,WithFamily,6.8,93.4,49,Yes,29,No,4,6,No,12,No,3,No,,No,57686.0,HighSchool,Yes,Yes,No,0.378,2028,No,0
1532,21,Female,USA,Engineering,Robotics,3,PartTime,2.72,3.22,1568,26,10,Yes,46593,WithFamily,33.4,60.9,9,No,0,Yes,0,0,No,7,Yes,1,Yes,74.0,No,260379.0,PhD,Yes,No,No,1.0,2026,No,0
1533,26,Male,China,Economics,Marketing,4,PartTime,2.31,2.49,1264,129,17,Yes,12685,OffCampus,1.8,74.0,8,Yes,,Yes,0,6,No,8,Yes,2,No,66.0,No,299999.0,Bachelor,Yes,No,No,0.257,2033,No,0
1534,27,Male,UAE,Computer Science,Finance,1,PartTime,2.98,3.15,,49,10,No,0,WithFamily,37.2,92.9,14,No,13,Yes,0,7,No,2,No,0,Yes,117.0,No,233231.0,Master,Yes,No,No,0.775,2034,Yes,
1535,26,Male,UAE,Economics,Civil,3,FullTime,2.7,3.71,1091,12,14,Yes,,OnCampus,16.4,93.6,38,No,29,No,2,2,Yes,11,No,3,Yes,82.0,Yes,258662.0,Bachelor,Yes,No,No,0.264,2032,Yes,
1536,34,Female,Brazil,Engineering,Cybersecurity,3,PartTime,2.29,2.53,1257,9,10,No,0,WithFamily,45.7,80.6,11,Yes,6,No,3,1,Yes,2,No,0,No,,Yes,229941.0,,No,No,No,0.565,2029,No,0
1537,19,Male,Australia,AI,Data Science,3,FullTime,3.49,2.77,1337,145,12,No,0,OnCampus,10.9,95.1,13,No,9,Yes,3,3,Yes,4,Yes,3,No,119.0,Yes,78325.0,Master,No,No,No,0.887,2029,No,0
1538,18,Female,India,Computer Science,Data Science,1,FullTime,3.07,3.59,1298,54,12,No,0,OffCampus,16.5,93.5,11,Yes,29,Yes,3,2,Yes,13,No,2,Yes,74.0,No,72474.0,HighSchool,No,No,No,0.397,2027,Yes,730
1539,29,Male,India,Mathematics,Cybersecurity,5,FullTime,2.96,3.78,,149,15,No,0,OnCampus,3.7,89.4,14,Yes,14,No,3,5,Yes,12,No,0,Yes,92.0,Yes,174668.0,PhD,Yes,No,No,0.815,2030,No,0
1540,30,Female,Brazil,Business,Statistics,4,PartTime,2.07,,1345,154,13,No,,OffCampus,41.0,67.8,9,No,21,Yes,4,7,Yes,4,Yes,1,No,89.0,Yes,25756.0,HighSchool,No,No,No,0.762,2031,Yes,
1541,19,Female,France,AI,Civil,2,PartTime,3.87,2.95,954,113,11,No,0,WithFamily,2.9,70.0,43,Yes,1,Yes,1,2,Yes,0,No,0,No,72.0,No,289411.0,PhD,No,No,No,0.897,2026,No,0
1542,32,Male,India,Engineering,Cybersecurity,3,FullTime,3.75,3.86,1516,23,10,Yes,820,WithFamily,20.5,60.3,32,Yes,9,No,3,7,No,4,Yes,3,No,117.0,Yes,212194.0,HighSchool,No,Yes,No,0.409,2029,Yes,99006
1543,34,Female,India,Economics,Statistics,4,PartTime,3.17,2.99,965,6,12,Yes,,WithFamily,3.0,85.0,44,Yes,5,No,0,1,Yes,10,Yes,2,Yes,113.0,No,296388.0,PhD,Yes,No,No,0.664,2026,Yes,
1544,31,Male,India,Business,Marketing,4,PartTime,2.08,3.06,,56,19,No,0,OnCampus,21.4,78.5,41,Yes,28,No,2,1,Yes,2,No,1,No,114.0,Yes,55214.0,Master,No,No,No,0.767,2028,Yes,85884
1545,29,Male,USA,Business,Cybersecurity,4,PartTime,2.27,3.24,,153,17,Yes,23253,OnCampus,22.4,94.1,17,No,26,No,0,4,No,3,No,1,Yes,69.0,Yes,186916.0,Master,No,No,No,0.33,2029,No,0
1546,28,Male,UK,Business,Data Science,1,PartTime,2.92,2.9,1522,30,13,Yes,,OffCampus,26.7,71.5,19,No,4,No,4,0,Yes,13,Yes,3,No,74.0,Yes,182125.0,PhD,Yes,No,No,0.37,2030,No,0
1547,28,Female,USA,Physics,Marketing,3,FullTime,3.48,3.26,1262,137,19,No,0,WithFamily,9.0,87.7,,Yes,28,Yes,2,2,No,6,Yes,0,No,81.0,No,176131.0,Master,Yes,No,No,0.864,2033,No,0
1548,22,Male,Brazil,Computer Science,Marketing,1,FullTime,3.14,3.48,1376,127,12,Yes,41389,OffCampus,20.2,84.0,9,Yes,,Yes,0,1,Yes,6,Yes,0,Yes,102.0,Yes,244098.0,PhD,Yes,No,No,0.723,2034,No,0
1549,23,Male,Brazil,Physics,Marketing,2,FullTime,2.5,3.18,1555,28,12,No,0,OnCampus,2.6,77.3,32,No,0,No,2,0,No,8,Yes,2,No,118.0,No,84401.0,PhD,No,No,No,0.861,2029,Yes,115828
1550,22,Male,India,AI,Statistics,2,FullTime,2.0,2.57,1033,51,20,No,0,OffCampus,20.3,72.2,15,No,18,Yes,3,0,No,0,No,0,No,119.0,Yes,131538.0,Bachelor,Yes,No,No,0.587,2026,No,0
1551,17,Female,UK,Economics,Robotics,2,PartTime,3.55,2.92,1164,32,19,Yes,30831,OffCampus,2.0,92.1,26,Yes,17,Yes,0,0,No,8,Yes,2,Yes,81.0,No,56535.0,Master,Yes,No,No,0.682,2034,No,0
1552,20,Female,UK,Engineering,Data Science,3,PartTime,3.21,3.62,1208,23,15,No,0,OnCampus,2.4,88.7,8,No,22,No,1,2,Yes,14,No,0,No,116.0,Yes,216189.0,PhD,Yes,No,No,0.422,2029,No,0
1553,34,Male,Germany,Engineering,Marketing,5,PartTime,3.2,3.59,1123,7,10,No,0,OnCampus,0.8,98.5,28,No,6,No,1,6,Yes,0,No,3,Yes,65.0,Yes,101697.0,Master,Yes,No,No,0.902,2028,Yes,
1554,23,Male,USA,Physics,Cybersecurity,2,FullTime,2.53,3.15,1352,48,17,Yes,34164,OffCampus,12.1,61.4,46,No,19,No,0,6,No,2,Yes,0,Yes,118.0,Yes,,HighSchool,Yes,No,No,0.716,2029,Yes,35646
1555,33,Male,Canada,Economics,Cybersecurity,3,PartTime,2.42,2.78,1193,106,14,No,,WithFamily,24.3,97.3,46,Yes,21,No,4,4,No,10,No,3,No,109.0,Yes,120460.0,HighSchool,No,No,No,0.561,2030,No,0
1556,28,Male,USA,Business,Robotics,4,FullTime,3.18,,1356,76,20,Yes,38361,WithFamily,4.5,86.7,25,Yes,11,Yes,0,5,Yes,5,Yes,1,No,110.0,No,203167.0,Master,No,No,No,0.339,2030,Yes,65036
1557,28,Female,USA,Business,Robotics,5,FullTime,2.91,3.54,1675,60,13,No,0,OnCampus,4.0,62.4,18,No,11,No,3,1,Yes,2,Yes,0,Yes,81.0,No,78216.0,HighSchool,No,No,No,0.769,2032,Yes,88844
1558,23,Male,India,Computer Science,Finance,1,FullTime,3.09,2.99,1461,74,12,Yes,13588,WithFamily,12.7,59.2,20,No,10,Yes,2,1,No,12,Yes,3,No,68.0,Yes,157294.0,Master,Yes,No,No,0.263,2029,No,0
1559,22,Female,Australia,Business,Statistics,4,FullTime,3.56,3.03,,120,13,No,0,WithFamily,39.0,69.4,33,Yes,15,No,3,2,No,12,No,3,No,74.0,No,190859.0,,Yes,No,No,0.189,2027,Yes,1876
1560,23,Female,UK,Business,Civil,5,FullTime,3.95,2.6,1541,175,18,No,0,OnCampus,9.6,82.9,18,Yes,0,Yes,1,7,No,1,Yes,2,No,108.0,Yes,210209.0,HighSchool,Yes,No,No,0.136,2030,No,
1561,20,Female,India,Mathematics,Cybersecurity,1,FullTime,2.59,3.05,,2,19,Yes,12411,OffCampus,24.9,65.0,26,No,29,No,2,4,No,11,Yes,2,No,118.0,Yes,265491.0,HighSchool,No,No,Yes,0.572,2028,Yes,12834
1562,20,Male,USA,AI,Statistics,5,PartTime,3.77,3.11,1211,162,9,No,0,OffCampus,46.8,94.2,16,Yes,29,Yes,4,1,Yes,13,Yes,0,Yes,89.0,Yes,,Bachelor,No,No,No,0.588,2028,Yes,84254
1563,24,Male,China,Mathematics,Cybersecurity,2,FullTime,3.0,3.39,,157,16,Yes,38424,OnCampus,38.8,92.5,9,Yes,2,No,0,7,Yes,10,No,1,Yes,111.0,Yes,121618.0,PhD,Yes,No,Yes,0.928,2031,No,0
1564,20,Male,USA,Computer Science,Civil,1,FullTime,3.02,3.62,1223,122,12,No,0,WithFamily,38.7,91.9,5,Yes,27,No,1,6,Yes,5,No,3,No,74.0,Yes,193666.0,Master,Yes,No,No,0.864,2034,No,0
1565,33,Female,India,Engineering,Cybersecurity,4,FullTime,3.23,2.77,1266,104,13,No,0,OffCampus,4.1,89.0,9,No,4,Yes,4,6,No,10,Yes,3,No,76.0,Yes,276097.0,PhD,No,Yes,Yes,0.472,2031,Yes,117172
1566,25,Male,Germany,Economics,Cybersecurity,5,FullTime,3.52,3.03,1158,88,14,Yes,13091,WithFamily,39.6,69.3,13,No,2,No,4,5,Yes,2,No,3,Yes,83.0,Yes,141483.0,HighSchool,Yes,No,No,0.416,2028,Yes,1617
